dataset_idx,question,visual_cued,pred_orig,p_orig,pred_blank,p_blank,pred_blur,p_blur,pred_lowres,p_lowres,pred_crop,p_crop,swap_k,swap_same_rate,swap_mean_kl,swap_mean_js,kl_blank,js_blank,kl_blur,js_blur,kl_lowres,js_lowres,kl_crop,js_crop,delta_p_blank,delta_p_blur,delta_p_lowres,delta_p_crop,same_orig_blank,unexpected_dominance
434,What is the capital of Alaska?,0,unknown,0.11498324573040009,unknown,0.12981265783309937,unknown,0.16143286228179932,unknown,0.12537913024425507,unknown,0.09649638086557388,8,0.625,0.46872163948137313,0.0998175319400616,0.2608954608440399,0.05643564648926258,0.16090218722820282,0.03696994110941887,0.21487270295619965,0.05037906765937805,0.10714224725961685,0.025962756015360355,0.01482941210269928,0.04644961655139923,0.01039588451385498,-0.018486864864826202,1,0
436,Which is this organism's common name?,1,frog,0.13975487649440765,elephant,0.45620518922805786,frog,0.13810090720653534,bird,0.16284330189228058,frog,0.09022831916809082,8,0.0,1.728740781545639,0.291438577696681,1.469639778137207,0.32205215096473694,0.1691727638244629,0.04143553785979748,0.3157048523426056,0.0758894830942154,0.09495984017848969,0.022878273390233517,-0.13113630842417479,-0.0016539692878723145,-0.0560273602604866,-0.049526557326316833,0,0
438,Which of the following could Cameron's test show?,0,left,0.44577494263648987,left,0.2581554055213928,left,0.384064644575119,left,0.3638681173324585,left,0.4962051510810852,8,0.875,0.3485070504248142,0.08802060538437217,0.24316605925559998,0.06408191099762917,0.22060655057430267,0.0558137372136116,0.24044384062290192,0.0609421543776989,0.062365517020225525,0.014183747582137585,-0.18761953711509705,-0.06171029806137085,-0.08190682530403137,0.05043020844459534,1,0
441,What is this horse fly's scientific name?,1,yes,0.15810641646385193,unknown,0.1674068123102188,yellow,0.3590901792049408,no,0.11980176717042923,no,0.0958729088306427,8,0.0,1.045184575021267,0.2070586127229035,0.833138108253479,0.15921035408973694,0.6983610391616821,0.1757107675075531,0.18953034281730652,0.04824420250952244,0.21160888671875,0.05206936225295067,-0.1358868759125471,-0.12157684564590454,-0.08786770701408386,-0.07091152667999268,0,0
442,Does Rafflesia arnoldii have cells that have a nucleus?,0,no,0.5164273977279663,yes,0.8504822254180908,yes,0.6648008227348328,yes,0.7408867478370667,yes,0.8735769987106323,8,0.0,0.7280477341264486,0.11454638431314379,0.37673595547676086,0.08082526549696922,0.07278640568256378,0.01773177832365036,0.15474970638751984,0.03647063858807087,0.447295218706131,0.09303721413016319,-0.36989739537239075,-0.18450549244880676,-0.26039397716522217,-0.39152631908655167,0,0
446,What is the capital of Wisconsin?,0,unknown,0.06359267234802246,unknown,0.0693269819021225,east,0.13276968896389008,east,0.13624843955039978,north,0.09259230643510818,8,0.625,0.7334015121450648,0.1491912708588643,0.4346216320991516,0.09629066661000252,0.21212613582611084,0.04785968363285065,0.33545616269111633,0.07683386653661728,0.14714543521404266,0.03626077435910702,0.005734309554100037,0.016280241310596466,-0.02059493586421013,-0.025089308619499207,1,0
449,Does this passage describe the weather or the climate?,1,sunny,0.4139968454837799,cold,0.37607941031455994,sunny,0.2561998963356018,sunny,0.3087505102157593,sunny,0.30089515447616577,8,0.0,0.6301100924611092,0.14795497711747885,0.5467338562011719,0.1420876830816269,0.17125669121742249,0.045700106769800186,0.10046688467264175,0.02658671047538519,0.05444157123565674,0.01412119995802641,-0.2668701857328415,-0.1577969491481781,-0.10524633526802063,-0.11310169100761414,0,0
454,What is the expected ratio of offspring with black wool to offspring with white wool? Choose the most likely ratio.,0,3,0.21936674416065216,3,0.1852966547012329,3,0.21236810088157654,3,0.22021327912807465,3,0.229831725358963,8,1.0,0.04655585787259042,0.012304454445256852,0.02644312009215355,0.0066927517764270306,0.005911434069275856,0.0014828669372946024,0.003373304381966591,0.0008437505457550287,0.02140662632882595,0.005255645606666803,-0.03407008945941925,-0.0069986432790756226,0.0008465349674224854,0.010464981198310852,1,0
455,Which property do these two objects have in common?,1,farm,0.19246846437454224,farm,0.18373973667621613,farm,0.10122518241405487,farm,0.11790604889392853,school bus,0.07691556960344315,8,0.25,1.134536162018776,0.23325484432280064,0.572762131690979,0.13314390927553177,0.37096595764160156,0.09231366589665413,0.3255681097507477,0.08161742985248566,0.728622317314148,0.16598045080900192,-0.00872872769832611,-0.09124328196048737,-0.07456241548061371,-0.16715038567781448,1,0
456,Which solution has a higher concentration of blue particles?,0,water,0.1035955548286438,water,0.10374339669942856,light,0.04420699551701546,water,0.06610807776451111,light,0.0901380255818367,8,0.125,1.3202622383832932,0.22138157580047846,1.3362828493118286,0.2285677194595337,0.31842249631881714,0.0744861401617527,0.5160345435142517,0.11402804031968117,1.000228762626648,0.16190218180418015,0.00014784187078475952,-0.061584681272506714,-0.03748747706413269,-0.09782007755711675,1,0
457,Which term matches the picture?,0,mouse,0.042417123913764954,flowers,0.05957357957959175,blackberry,0.04479357227683067,blackberry,0.03062472864985466,scissors,0.16292454302310944,8,0.0,1.4600297883152962,0.26643980108201504,0.9498668909072876,0.1880584880709648,0.33424001932144165,0.07765236869454384,0.3364141881465912,0.07662421092391014,0.2949655055999756,0.07909836992621422,-0.03953444864600897,-0.019658414646983147,-0.03277539927512407,-0.009821925312280655,0,0
458,"Based on the timeline, which of the following statements is true?",0,yes,0.17084036767482758,yes,0.12354862689971924,yes,0.1378583312034607,yes,0.11327432096004486,yes,0.13328763842582703,8,0.875,0.4757663309574127,0.10657408996485174,0.3101235032081604,0.07513142749667168,0.11193330585956573,0.027769512496888638,0.17546214163303375,0.04428332298994064,0.10291443020105362,0.02611856535077095,-0.04729174077510834,-0.03298203647136688,-0.057566046714782715,-0.03755272924900055,1,0
459,What is the name of the colony shown?,1,unknown,0.0965287908911705,elephants,0.14122825860977173,unknown,0.10438860207796097,unknown,0.12321168184280396,unknown,0.1134151741862297,8,0.5,0.885077491402626,0.18019871460273862,0.9721190929412842,0.20600996166467667,0.18103504180908203,0.04164855182170868,0.2704850435256958,0.05894544534385204,0.28057482838630676,0.06454234942793846,-0.05248098075389862,0.007859811186790466,0.026682890951633453,0.016886383295059204,0,0
461,Which animal's limbs are also adapted for swimming?,1,fish,0.4553271234035492,elephant,0.15907353162765503,fish,0.17281214892864227,fish,0.136901393532753,fish,0.4476291239261627,8,0.75,0.5814622975885868,0.12964367773383856,1.0833125114440918,0.24135299772024155,0.4127967059612274,0.10293294861912727,0.47822681069374084,0.11468639969825745,0.08409842103719711,0.02092198934406042,-0.36963605135679245,-0.2825149744749069,-0.3184257298707962,-0.007697999477386475,0,0
462,What is the capital of Oregon?,0,australia,0.1271083503961563,usa,0.178401917219162,usa,0.06601909548044205,usa,0.12439677864313126,australia,0.11521527171134949,8,0.25,0.4110794684384018,0.08504560292931274,0.814791738986969,0.1637483388185501,0.1792176067829132,0.04039970971643925,0.31296005845069885,0.07301364094018936,0.11036376655101776,0.026659988798201084,-0.11773631256073713,-0.06964738667011261,-0.08838570863008499,-0.011893078684806824,0,0
463,Is chocolate a mineral?,0,yes,0.9999005794525146,no,0.6818626523017883,yes,0.9963636994361877,yes,0.9991244673728943,yes,0.9999901056289673,8,0.25,1.2633769186213613,0.32159389546723105,1.1508102416992188,0.329950787127018,0.0031933668069541454,0.0010707096371334046,0.0005644926568493247,0.0001792372204363346,0.00014644741895608604,2.1694328552257502e-05,-0.6838579177856445,-0.0035368800163269043,-0.0007761120796203613,8.952617645263672e-05,0,0
464,Identify the question that Stacy's experiment can best answer.,0,yes,0.37407928705215454,no,0.36432114243507385,yes,0.2643815577030182,no,0.2476429045200348,yes,0.39888980984687805,8,0.25,0.48333224281668663,0.10164022725075483,0.46719664335250854,0.08355707302689552,0.06154022365808487,0.015357724390923977,0.09621001034975052,0.0239141546189785,0.02298104017972946,0.0058858448173850775,-0.1138201355934143,-0.10969772934913635,-0.1322508305311203,0.02481052279472351,0,0
465,Which of the following statements describes the Roman Empire during the Pax Romana?,0,roman,0.062307607382535934,circle,0.04172303155064583,diamond,0.06273046135902405,diamond,0.0573318675160408,circle,0.04914044588804245,8,0.125,0.35707721672952175,0.07862043590284884,0.22034509479999542,0.05315366946160793,0.15012049674987793,0.03603612445294857,0.21653738617897034,0.05245739780366421,0.04862964153289795,0.011948131956160069,-0.042582495138049126,-0.04548350349068642,-0.04763487447053194,-0.025884777307510376,0,0
466,What is the name of the colony shown?,1,unknown,0.09077995270490646,elephants,0.14122821390628815,unknown,0.08959362655878067,unknown,0.11068277060985565,unknown,0.11604128777980804,8,0.625,0.7674273103475571,0.16094888281077147,0.8392638564109802,0.17323622107505798,0.1653771698474884,0.03995480388402939,0.2440742403268814,0.0550577137619257,0.11992508918046951,0.0288626654073596,-0.04673226177692413,-0.0011863261461257935,0.019902817904949188,0.02526133507490158,0,0
468,What can Greg and Ben trade to each get what they want?,0,food,0.4304598271846771,food,0.3607999086380005,food,0.29252782464027405,food,0.31625714898109436,food,0.3518703281879425,8,0.75,1.122526854276657,0.22163690789602697,0.0810810998082161,0.020858864299952984,0.11385510861873627,0.02838470321148634,0.17215366661548615,0.039712196215987206,0.037428971379995346,0.009579948615282774,-0.06965991854667664,-0.13793200254440308,-0.11420267820358276,-0.07858949899673462,1,0
479,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,0,middle,0.14522771537303925,middle,0.12693220376968384,middle,0.1112087070941925,middle,0.09240644425153732,middle,0.12917375564575195,8,0.875,0.186714394018054,0.0456397341331467,0.07874855399131775,0.02010501269251108,0.03187424689531326,0.007791058626025915,0.06855852901935577,0.016756690107285976,0.023465991020202637,0.005848417058587074,-0.018295511603355408,-0.03401900827884674,-0.05282127112150192,-0.016053959727287292,1,0
480,Select the mammal below.,0,no,0.3387991189956665,no,0.2876184582710266,no,0.37979650497436523,no,0.3182210922241211,no,0.3323834240436554,8,0.625,0.9042966440320015,0.18302055587992072,0.4227430522441864,0.10373362898826599,0.08700619637966156,0.020549499429762363,0.04844627156853676,0.012097043916583061,0.06480344384908676,0.016414671204984188,-0.05118066072463989,0.04099738597869873,-0.02057802677154541,-0.006415694952011108,1,0
481,"Complete the statement.
Propane is ().",0,no,0.9891645312309265,no,0.4791176915168762,no,0.9902485013008118,no,0.9823624491691589,no,0.9880774021148682,8,0.875,0.37509600387420505,0.11491565394680947,0.6983457207679749,0.21352200955152512,0.001976889092475176,0.00044353939301799983,0.004886658862233162,0.0013512251898646355,0.0024763918481767178,0.0006403857260011137,-0.5100468397140503,0.001083970069885254,-0.006802082061767578,-0.0010871291160583496,1,0
482,Identify the question that Eric's experiment can best answer.,0,yes,0.18706358969211578,yes,0.2852017283439636,no,0.2592270076274872,no,0.25315043330192566,no,0.20572899281978607,8,0.25,0.4724710751324892,0.11327326251193881,0.38123729825019836,0.07773194462060928,0.17089560627937317,0.03975506313145161,0.17425258457660675,0.04172183945775032,0.08787601441144943,0.020735940895974636,0.09813813865184784,-0.05477331578731537,-0.06694088131189346,-0.045088618993759155,1,0
483,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,0,yes,0.5808844566345215,yes,0.5663699507713318,yes,0.6151682734489441,yes,0.6574324369430542,yes,0.665751576423645,8,0.25,0.0837411357788369,0.020770267787156627,0.003972185309976339,0.000992954766843468,0.004229165147989988,0.0010509268613532186,0.019482091069221497,0.004776277579367161,0.019111577421426773,0.004678684752434492,-0.014514505863189697,0.03428381681442261,0.07654798030853271,0.08486711978912354,1,0
484,What is the name of the colony shown?,1,unknown,0.09103237092494965,elephants,0.1412280946969986,unknown,0.08933588117361069,unknown,0.11087878048419952,unknown,0.11582706868648529,8,0.5,0.8088090792298317,0.17112664598971605,0.8384195566177368,0.1729440838098526,0.1663919985294342,0.04021859169006348,0.24397724866867065,0.055027469992637634,0.12065830826759338,0.029106080532073975,-0.04698460176587105,-0.0016964897513389587,0.019846409559249878,0.024794697761535645,0,0
488,What is the name of the colony shown?,1,unknown,0.0959404855966568,elephants,0.14122802019119263,unknown,0.10390695184469223,unknown,0.1229117214679718,unknown,0.11392366886138916,8,0.75,0.8649817556142807,0.17317818570882082,0.9763004779815674,0.20666775107383728,0.18288102746009827,0.0420802291482687,0.2733640968799591,0.05949882231652737,0.28813594579696655,0.06611703336238861,-0.051892686635255814,0.007966466248035431,0.026971235871315002,0.01798318326473236,0,0
489,Which of the following organisms is the omnivore in this food web?,1,fish,0.3865724802017212,fish,0.07969596236944199,fish,0.2909500300884247,chicken,0.07148796319961548,bird,0.23277299106121063,8,0.125,1.6772242560982704,0.2888602176681161,0.9601745009422302,0.23194170743227005,0.18609942495822906,0.04801722429692745,1.8001971244812012,0.3291218429803848,0.1617087721824646,0.03970661759376526,-0.3068765178322792,-0.09562245011329651,-0.36838603764772415,-0.1811506450176239,1,0
490,Which property do these four objects have in common?,1,bathroom,0.04975498840212822,farm,0.2064354568719864,bathroom,0.219832643866539,airport,0.06445696204900742,bathroom,0.15649594366550446,8,0.0,1.005097635090351,0.19506463687866926,0.6976014971733093,0.153646320104599,0.3348447382450104,0.08075021952390671,0.23326504230499268,0.055528607219457626,0.38234591484069824,0.08714554831385612,-0.032561179250478745,0.17007765546441078,-0.0003758631646633148,0.10674095526337624,0,0
491,What is the capital of New Mexico?,0,australia,0.24793989956378937,unknown,0.09369561821222305,australia,0.0722338855266571,unknown,0.06707295030355453,australia,0.19539089500904083,8,0.125,1.096886093611829,0.18935843353392556,1.2371933460235596,0.19218968600034714,0.2789124846458435,0.06379614770412445,0.6106388568878174,0.12098575383424759,0.13188660144805908,0.031172987073659897,-0.24344460712745786,-0.17570601403713226,-0.22259229607880116,-0.052549004554748535,0,0
492,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,0,no,0.4893745481967926,yes,0.5663691759109497,no,0.46396639943122864,yes,0.5451526045799255,yes,0.6561580300331116,8,0.875,0.1415791215836002,0.029478103610094064,0.03340362757444382,0.008257187437266111,0.0021075394470244646,0.0005340045900084078,0.025541584938764572,0.006329188356176019,0.10089671611785889,0.024381613358855247,-0.12014305591583252,-0.025408148765563965,-0.10877221822738647,-0.2050611674785614,0,0
494,Which country is highlighted?,0,canada,0.23209212720394135,canada,0.2295101284980774,canada,0.14088886976242065,canada,0.19699019193649292,canada,0.1794668585062027,8,0.625,0.36543786711990833,0.08056114637292922,0.305052787065506,0.05775963515043259,0.06456885486841202,0.01616835594177246,0.0705929771065712,0.017935889773070812,0.08732608705759048,0.021742088720202446,-0.0025819987058639526,-0.09120325744152069,-0.035101935267448425,-0.05262526869773865,1,0
495,Which solution has a higher concentration of purple particles?,0,top,0.07832101732492447,yes,0.06337181478738785,0,0.05201580375432968,light,0.06328707933425903,mouse,0.040560897439718246,8,0.0,0.7166192717850208,0.14910074323415756,0.707095205783844,0.15950044244527817,0.2545214295387268,0.06056941859424114,0.3292411267757416,0.07702232524752617,0.29253485798835754,0.07334645465016365,-0.06272572930902243,-0.05529449321329594,-0.04839506931602955,-0.048505235463380814,0,0
502,What is the capital of Louisiana?,0,can't tell,0.1114148423075676,unknown,0.1392982453107834,east,0.13927938044071198,east,0.12538741528987885,north,0.12001056969165802,8,0.125,0.6029548007063568,0.124813835718669,0.575861930847168,0.12538830935955048,0.1610529124736786,0.03553061746060848,0.3026076555252075,0.06366132758557796,0.14059370756149292,0.033195316791534424,-0.06752075627446175,0.00834222137928009,-0.028500229120254517,-0.02425791323184967,0,0
504,Which of these oceans does the prime meridian intersect?,1,pacific,0.3533288538455963,pacific,0.7849954962730408,pacific,0.5691778659820557,pacific,0.6240518093109131,pacific,0.35327255725860596,8,1.0,0.2883442286401987,0.0634350492618978,0.5475070476531982,0.11415049806237221,0.11926434189081192,0.028648998588323593,0.18260827660560608,0.043060142546892166,0.014120170846581459,0.0035191572969779372,0.43166664242744446,0.21584901213645935,0.2707229554653168,-5.6296586990356445e-05,1,1
505,What is the capital of Vermont?,0,england,0.22199125587940216,unknown,0.12223140150308609,england,0.15393157303333282,unknown,0.11429227888584137,england,0.13032539188861847,8,0.625,0.5818930251407437,0.1132005539839156,0.41772350668907166,0.09314099699258804,0.10534600168466568,0.025468694046139717,0.20495082437992096,0.04862322844564915,0.09845858812332153,0.02472323551774025,-0.15517423301935196,-0.06805968284606934,-0.11294859647750854,-0.09166586399078369,0,0
507,What can Diana and Rebecca trade to each get what they want?,0,food,0.4963134825229645,box,0.22260254621505737,food,0.37057361006736755,phone,0.3107605278491974,food,0.5252244472503662,8,0.625,2.0339221358299255,0.34942357521504164,1.8083786964416504,0.3612125813961029,0.1853744387626648,0.049944501370191574,3.2922840118408203,0.5232089757919312,0.19525468349456787,0.04292255640029907,-0.3929005488753319,-0.12573987245559692,-0.48046859726309776,0.028910964727401733,0,0
508,What can Marshall and Nick trade to each get what they want?,0,food,0.2475406527519226,food,0.16215679049491882,food,0.10908360034227371,food,0.13071081042289734,food,0.2141747921705246,8,0.5,1.0912617146968842,0.19640279561281204,0.15515419840812683,0.04042050056159496,0.28068289160728455,0.06547699868679047,0.39731210470199585,0.08637986704707146,0.02938900887966156,0.007358301896601915,-0.08538386225700378,-0.1384570524096489,-0.11682984232902527,-0.03336586058139801,1,0
509,Which of these states is farthest south?,1,north,0.08441224694252014,boston,0.059073299169540405,unknown,0.09883444756269455,unknown,0.08141234517097473,north,0.06788171082735062,8,0.0,0.6125623509287834,0.1342212874442339,0.384833425283432,0.09378592297434807,0.09354182332754135,0.021860703825950623,0.10954327881336212,0.026837579905986786,0.06373550742864609,0.01589213404804468,-0.060687147080898285,-0.02253279834985733,-0.03171652927994728,-0.016530536115169525,0,0
512,Which solution has a higher concentration of green particles?,0,top,0.13668221235275269,top,0.08072363585233688,bottom,0.1109803318977356,bottom,0.08551433682441711,top,0.1517002433538437,8,0.25,0.8426209501922131,0.164982037153095,0.6712642312049866,0.13940301537513733,0.3283783197402954,0.07229072228074074,0.4784175455570221,0.10581168532371521,0.41145530343055725,0.07821628078818321,-0.0559585765004158,-0.04964926838874817,-0.09675800427794456,0.015018031001091003,1,0
515,What is the capital of New Jersey?,0,unknown,0.12390531599521637,unknown,0.10798290371894836,unknown,0.09093425422906876,unknown,0.08658375591039658,unknown,0.06711454689502716,8,1.0,0.32361212169053033,0.06660766563436482,0.34335845708847046,0.07630971819162369,0.09785860031843185,0.023379342630505562,0.15585219860076904,0.03595949895679951,0.11020446568727493,0.027451641857624054,-0.015922412276268005,-0.032971061766147614,-0.037321560084819794,-0.05679076910018921,1,0
520,Identify the question that Irma's experiment can best answer.,0,no,0.34121257066726685,yes,0.3015502095222473,no,0.3241330683231354,no,0.33301258087158203,no,0.3527548015117645,8,0.5,0.5862044841051102,0.09858325379900634,0.6058969497680664,0.0801033079624176,0.0407634936273098,0.01033063419163227,0.03974815085530281,0.009832320269197226,0.0634474828839302,0.014916385058313608,-0.06185010075569153,-0.01707950234413147,-0.008199989795684814,0.01154223084449768,0,0
521,Look at the models of molecules below. Select the elementary substance.,1,yes,0.7694722414016724,yes,0.4912415146827698,yes,0.5656607151031494,yes,0.5479068756103516,yes,0.7683131098747253,8,1.0,0.21036678180098534,0.050541754462756217,0.2869861423969269,0.07600070163607597,0.11592122167348862,0.031516349874436855,0.15080809593200684,0.04186986759305,0.01949380151927471,0.004725959151983261,-0.2782307267189026,-0.20381152629852295,-0.2215653657913208,-0.0011591315269470215,1,1
522,Look at the picture. Which word best describes the sound this hammer makes?,1,yes,0.23036004602909088,yes,0.1499955803155899,yes,0.19756168127059937,yes,0.1681133657693863,yes,0.20630501210689545,8,0.5,0.5553701743483543,0.13206810457631946,0.2981354594230652,0.07242405042052269,0.04863518476486206,0.0122617706656456,0.07508131116628647,0.019134148955345154,0.039269041270017624,0.010015808511525393,-0.08036446571350098,-0.032798364758491516,-0.06224668025970459,-0.024055033922195435,1,0
523,Will these magnets attract or repel each other?,1,yes,0.432987242937088,no,0.4102945625782013,yes,0.4172802269458771,no,0.4049757122993469,yes,0.39805206656455994,8,0.75,0.22672921046614647,0.04831596597796306,0.014720267616212368,0.0036559735890477896,0.0028508692048490047,0.0007147217984311283,0.011908195912837982,0.002988937310874462,0.006664612330496311,0.0016720862477086484,-0.04529678821563721,-0.015707015991210938,-0.05456158518791199,-0.034935176372528076,0,0
524,"Complete the statement.
Lithium bromide is ().",0,yes,0.9580795168876648,no,0.4807526171207428,yes,0.9177827835083008,yes,0.7766807675361633,yes,0.8452997803688049,8,0.625,0.8562468296149746,0.21995687708840705,0.8885101079940796,0.24612651765346527,0.014514580368995667,0.004057377809658647,0.14128582179546356,0.042560309171676636,0.07238830626010895,0.021414170041680336,-0.6165464520454407,-0.040296733379364014,-0.18139874935150146,-0.11277973651885986,0,0
527,What is the capital of Hawaii?,0,california,0.17302550375461578,california,0.19254690408706665,california,0.16964301466941833,hawaii,0.23038876056671143,california,0.23661492764949799,8,1.0,0.19832986083929427,0.046096842423139606,0.12917843461036682,0.028710098937153816,0.07890728861093521,0.01839070487767458,0.2129054069519043,0.04418843798339367,0.10336638987064362,0.02466477081179619,0.019521400332450867,-0.0033824890851974487,-0.01450316607952118,0.0635894238948822,1,0
529,What is the capital of Minnesota?,0,unknown,0.08723174780607224,unknown,0.10799261182546616,england,0.08827369660139084,unknown,0.05705703794956207,california,0.11413099616765976,8,0.625,0.7654066836694255,0.1494312530994648,0.43079453706741333,0.09162051230669022,0.09012000262737274,0.021442432887852192,0.24062643945217133,0.05684010684490204,0.1272764503955841,0.03136324882507324,0.02076086401939392,-0.005525015294551849,-0.030174709856510162,-0.030196141451597214,1,0
532,Which solution has a higher concentration of pink particles?,0,vase,0.08854401856660843,yes,0.06387832760810852,light,0.05730633810162544,yes,0.056968431919813156,light,0.08432136476039886,8,0.0,1.627404436469078,0.2598045105114579,1.4304602146148682,0.23543456941843033,0.21845795214176178,0.051834581419825554,0.5068018436431885,0.11312422528862953,0.7872515320777893,0.13330642506480217,-0.08822045242413878,-0.05974872596561909,-0.07581129111349583,-0.08736897015478462,0,0
534,What is the capital of Alaska?,0,unknown,0.11526238173246384,unknown,0.12981240451335907,unknown,0.16097936034202576,unknown,0.12538883090019226,unknown,0.09657692164182663,8,0.75,0.19890902197221294,0.04409346873580944,0.2603631317615509,0.056359633803367615,0.1597902625799179,0.03671560250222683,0.21324332058429718,0.0500040203332901,0.10818901658058167,0.02618785947561264,0.014550022780895233,0.04571697860956192,0.010126449167728424,-0.018685460090637207,1,0
535,Will these magnets attract or repel each other?,1,no,0.43388935923576355,no,0.394302636384964,no,0.3955405354499817,no,0.3854096829891205,yes,0.3785977363586426,8,0.375,0.15444842539727688,0.03464336119941436,0.030839893966913223,0.007456196239218116,0.009354202076792717,0.0023425277322530746,0.018741851672530174,0.004680080572143197,0.023455897346138954,0.005886271130293608,-0.03958672285079956,-0.03834882378578186,-0.048479676246643066,-0.07984346151351929,1,0
536,What is the capital of Hawaii?,0,california,0.1732647567987442,california,0.19254633784294128,california,0.1710439771413803,hawaii,0.23075908422470093,california,0.23463983833789825,8,0.625,0.23657031543552876,0.055832415353506804,0.13067594170570374,0.029055334627628326,0.07888899743556976,0.01840816345065832,0.20984071493148804,0.04362630285322666,0.10274218022823334,0.02458256669342518,0.019281581044197083,-0.0022207796573638916,-0.014323621988296509,0.06137508153915405,1,0
537,Which animal's mouth is also adapted for gnawing?,1,bear,0.3395806550979614,bird,0.10834290087223053,mouse,0.19624380767345428,mouse,0.2112785279750824,mouse,0.2515879273414612,8,0.0,1.2983308583498,0.24556857906281948,1.0007612705230713,0.21193110942840576,0.8092965483665466,0.18375874310731888,0.8863297700881958,0.201509527862072,0.6262386441230774,0.14330676198005676,-0.29503580555319786,-0.2837069481611252,-0.2859846130013466,-0.2835207059979439,0,0
539,What type of rock is marble?,0,granite,0.4976575970649719,granite,0.26283422112464905,granite,0.225517138838768,granite,0.22578689455986023,granite,0.33294203877449036,8,0.875,0.7863239198923111,0.18017711164429784,0.3962741792201996,0.09929632768034935,0.2590114176273346,0.06655281409621239,0.2645930051803589,0.06735335290431976,0.16420921683311462,0.04365908354520798,-0.23482337594032288,-0.2721404582262039,-0.2718707025051117,-0.16471555829048157,1,0
542,What is the capital of Virginia?,0,unknown,0.10586550086736679,unknown,0.13821807503700256,unknown,0.14247840642929077,unknown,0.12093672901391983,unknown,0.08660987764596939,8,0.75,0.5614244788885117,0.12101996690034866,0.3470913767814636,0.07787493243813515,0.1391623467206955,0.033029863610863686,0.24068862199783325,0.056968891993165016,0.1260378509759903,0.03278732765465975,0.03235257416963577,0.03661290556192398,0.01507122814655304,-0.0192556232213974,1,0
543,Which statement is true about the average monthly precipitation in Charlotte?,0,happy birthday,0.034208208322525024,don't know,0.05884706601500511,don't know,0.030416080728173256,don't know,0.0330289788544178,don't know,0.03479984030127525,8,0.0,1.0600779317319393,0.2026249491609633,0.829114556312561,0.1641690358519554,0.14933530986309052,0.03634290397167206,0.21858571469783783,0.052139583975076675,0.24105679988861084,0.05677258037030697,-0.029350103810429573,-0.009937884286046028,-0.022056514397263527,-0.01588965766131878,0,0
545,"In this food web, which organism contains matter that eventually moves to the sea cucumber?",1,fish,0.5649905800819397,fish,0.3092200756072998,fish,0.42609187960624695,fish,0.46371129155158997,fish,0.704917311668396,8,0.875,0.48448366299271584,0.11560408025979996,0.33359357714653015,0.08628435432910919,0.08675572276115417,0.022970263846218586,0.19006001949310303,0.04583624750375748,0.08262163400650024,0.01845763996243477,-0.2557705044746399,-0.13889870047569275,-0.10127928853034973,0.1399267315864563,1,0
546,What is the capital of Minnesota?,0,unknown,0.08663305640220642,unknown,0.1079927459359169,england,0.08849039673805237,unknown,0.05671900138258934,california,0.10984160006046295,8,0.875,0.5111283829901367,0.10607414906553458,0.4325502812862396,0.09168218448758125,0.0919315293431282,0.02178984321653843,0.24286940693855286,0.05711711384356022,0.1216067522764206,0.030031354166567326,0.02135968953371048,-0.005119040608406067,-0.02991405501961708,-0.03024013713002205,1,0
547,"During this time, thermal energy was transferred from () to ().",1,yes,0.21444740891456604,yes,0.24155209958553314,water,0.15033940970897675,yes,0.1951078325510025,yes,0.16847610473632812,8,0.25,0.4643071023747325,0.10532546415925026,0.22319568693637848,0.05128016136586666,0.14739060401916504,0.03559034317731857,0.1523982584476471,0.036825839430093765,0.043479256331920624,0.01081428723409772,0.027104690670967102,-0.07266221940517426,-0.019339576363563538,-0.045971304178237915,1,0
548,Identify the question that Sandeep's experiment can best answer.,0,no,0.4892736077308655,yes,0.44278883934020996,no,0.5892962217330933,no,0.5539629459381104,no,0.44094571471214294,8,0.875,0.14832522254437208,0.034089567605406046,0.19952741265296936,0.04723595641553402,0.03876778483390808,0.00926916254684329,0.029901821166276932,0.007208033464848995,0.0313476026058197,0.007871514419093728,-0.15526488423347473,0.10002261400222778,0.06468933820724487,-0.048327893018722534,0,0
551,Select the organism in the same species as the Victoria crowned pigeon.,0,yes,0.4625473916530609,yes,0.5512548685073853,yes,0.48241546750068665,yes,0.56949782371521,yes,0.5438455939292908,8,0.75,0.24520200211554766,0.05697456782218069,0.05598616600036621,0.01355717796832323,0.027981089428067207,0.0071901080664247274,0.046135347336530685,0.01123313745483756,0.029396902769804,0.006627239752560854,0.08870747685432434,0.019868075847625732,0.10695043206214905,0.08129820227622986,1,0
552,Is syenite a mineral or a rock?,0,rock,0.3239592909812927,rock,0.2790345251560211,rock,0.2623109221458435,rock,0.2565200924873352,stone,0.29127106070518494,8,1.0,0.3328884681686759,0.07951734121888876,0.1399170160293579,0.03455103188753128,0.09128978103399277,0.02386884856969118,0.08544736355543137,0.02228575199842453,0.03559113293886185,0.008940157946199179,-0.044924765825271606,-0.06164836883544922,-0.06743919849395752,-0.08317333459854126,1,0
